Number,Steps
6269,4 steps
6270,3 steps
6271,4 steps
6272,5 steps
6273,5 steps
6274,7 steps
6275,7 steps
6276,6 steps
6277,7 steps
6278,7 steps
6279,3 steps
6280,2 steps
6281,3 steps
6282,4 steps
6283,3 steps
6284,1 step
6285,7 steps
6286,6 steps
6287,7 steps
6288,1 step
6289,5 steps
6290,7 steps
6291,2 steps
6292,3 steps
6293,6 steps
6294,5 steps
6295,3 steps
6296,4 steps
6297,3 steps
6298,5 steps
6299,6 steps
6300,3 steps
6301,1 step
6302,7 steps
6303,6 steps
6304,7 steps
6305,1 step
6306,3 steps
6307,6 steps
6308,5 steps
6309,3 steps
6310,1 step
6311,7 steps
6312,7 steps
6313,6 steps
6314,7 steps
6315,7 steps
6316,5 steps
6317,3 steps
6318,6 steps
6319,5 steps
6320,7 steps
6321,7 steps
6322,7 steps
6323,4 steps
6324,7 steps
6325,2 steps
6326,3 steps
6327,5 steps
6328,3 steps
6329,6 steps
6330,6 steps
6331,6 steps
6332,4 steps
6333,6 steps
6334,3 steps
6335,5 steps
6336,6 steps
6337,3 steps
6338,5 steps
6339,3 steps
6340,7 steps
6341,7 steps
6342,7 steps
6343,3 steps
6344,6 steps
6345,3 steps
6346,5 steps
6347,2 steps
6348,7 steps
6349,1 step
6350,1 step
6351,7 steps
6352,2 steps
6353,5 steps
6354,3 steps
6355,6 steps
6356,3 steps
6357,7 steps
6358,7 steps
6359,7 steps
6360,3 steps
6361,5 steps
6362,3 steps
6363,6 steps
6364,5 steps
6365,3 steps
6366,6 steps
6367,4 steps
6368,6 steps
6369,6 steps
6370,6 steps
6371,3 steps
6372,5 steps
6373,3 steps
6374,2 steps
6375,7 steps
6376,4 steps
6377,7 steps
6378,7 steps
6379,7 steps
6380,5 steps
6381,6 steps
6382,3 steps
6383,5 steps
6384,7 steps
6385,7 steps
6386,6 steps
6387,7 steps
6388,7 steps
6389,1 step
6390,3 steps
6391,5 steps
6392,6 steps
6393,3 steps
6394,1 step
6395,7 steps
6396,6 steps
6397,7 steps
6398,1 step
6399,3 steps
6400,4 steps
6401,3 steps
6402,1 step
6403,7 steps
6404,6 steps
6405,7 steps
6406,1 step
6407,5 steps
6408,6 steps
6409,3 steps
6410,3 steps
6411,5 steps
6412,7 steps
6413,7 steps
6414,6 steps
6415,7 steps
6416,7 steps
6417,1 step
6418,5 steps
6419,6 steps
6420,1 step
6421,7 steps
6422,2 steps
6423,7 steps
6424,4 steps
6425,7 steps
6426,2 steps
6427,7 steps
6428,1 step
6429,5 steps
6430,7 steps
6431,7 steps
6432,7 steps
6433,3 steps
6434,6 steps
6435,3 steps
6436,5 steps
6437,2 steps
6438,7 steps
6439,1 step
6440,6 steps
6441,6 steps
6442,4 steps
6443,6 steps
6444,4 steps
6445,3 steps
6446,6 steps
6447,5 steps
6448,2 steps
6449,7 steps
6450,7 steps
6451,7 steps
6452,7 steps
6453,3 steps
6454,3 steps
6455,4 steps
6456,3 steps
6457,3 steps
6458,7 steps
6459,7 steps
6460,1 step
6461,7 steps
6462,2 steps
6463,5 steps
6464,6 steps
6465,3 steps
6466,4 steps
6467,6 steps
6468,4 steps
6469,6 steps
6470,5 steps
6471,1 step
6472,7 steps
6473,2 steps
6474,5 steps
6475,3 steps
6476,6 steps
6477,3 steps
6478,7 steps
6479,7 steps
6480,6 steps
6481,5 steps
6482,1 step
6483,7 steps
6484,2 steps
6485,7 steps
6486,4 steps
6487,7 steps
6488,2 steps
6489,7 steps
6490,3 steps
6491,6 steps
6492,5 steps
6493,1 step
6494,7 steps
6495,7 steps
6496,6 steps
6497,7 steps
6498,7 steps
6499,5 steps
6500,5 steps
6501,4 steps
6502,3 steps
6503,1 step
6504,7 steps
6505,6 steps
6506,7 steps
6507,3 steps
6508,3 steps
6509,4 steps
6510,4 steps
6511,5 steps
6512,5 steps
6513,7 steps
6514,7 steps
6515,6 steps
6516,7 steps
6517,7 steps
6518,3 steps
6519,3 steps
6520,3 steps
6521,5 steps
6522,3 steps
6523,2 steps
6524,7 steps
6525,4 steps
6526,7 steps
6527,7 steps
6528,7 steps
6529,3 steps
6530,1 step
6531,7 steps
6532,2 steps
6533,5 steps
6534,3 steps
6535,6 steps
6536,3 steps
6537,7 steps
6538,7 steps
6539,7 steps
6540,7 steps
6541,7 steps
6542,7 steps
6543,3 steps
6544,3 steps
6545,4 steps
6546,3 steps
6547,3 steps
6548,7 steps
6549,7 steps
6550,6 steps
6551,6 steps
6552,4 steps
6553,6 steps
6554,4 steps
6555,5 steps
6556,4 steps
6557,3 steps
6558,3 steps
6559,7 steps
6560,7 steps
6561,7 steps
6562,7 steps
6563,3 steps
6564,3 steps
6565,4 steps
6566,5 steps
6567,4 steps
6568,6 steps
6569,4 steps
6570,3 steps
6571,7 steps
6572,7 steps
6573,7 steps
6574,3 steps
6575,3 steps
6576,4 steps
6577,3 steps
6578,3 steps
6579,7 steps
6580,3 steps
6581,3 steps
6582,7 steps
6583,7 steps
6584,7 steps
6585,3 steps
6586,6 steps
6587,3 steps
6588,5 steps
6589,2 steps
6590,4 steps
6591,3 steps
6592,3 steps
6593,7 steps
6594,7 steps
6595,7 steps
6596,4 steps
6597,7 steps
6598,2 steps
6599,3 steps
6600,4 steps
6601,5 steps
6602,4 steps
6603,3 steps
6604,1 step
6605,7 steps
6606,6 steps
6607,4 steps
6608,6 steps
6609,4 steps
6610,5 steps
6611,5 steps
6612,5 steps
6613,5 steps
6614,7 steps
6615,7 steps
6616,6 steps
6617,6 steps
6618,4 steps
6619,6 steps
6620,4 steps
6621,5 steps
6622,4 steps
6623,3 steps
6624,2 steps
6625,7 steps
6626,4 steps
6627,6 steps
6628,6 steps
6629,4 steps
6630,3 steps
6631,5 steps
6632,3 steps
6633,6 steps
6634,5 steps
6635,3 steps
6636,6 steps
6637,4 steps
6638,6 steps
6639,6 steps
6640,1 step
6641,7 steps
6642,2 steps
6643,5 steps
6644,6 steps
6645,3 steps
6646,4 steps
6647,6 steps
6648,4 steps
6649,6 steps
6650,7 steps
6651,7 steps
6652,7 steps
6653,3 steps
6654,3 steps
6655,4 steps
6656,5 steps
6657,4 steps
6658,6 steps
6659,4 steps
6660,6 steps
6661,6 steps
6662,4 steps
6663,6 steps
6664,4 steps
6665,5 steps
6666,invalid number
6667,5 steps
6668,4 steps
6669,6 steps
6670,4 steps
6671,6 steps
6672,6 steps
6673,4 steps
6674,6 steps
6675,4 steps
6676,5 steps
6677,4 steps
6678,3 steps
6679,3 steps
6680,6 steps
6681,4 steps
6682,6 steps
6683,6 steps
6684,4 steps
6685,6 steps
6686,4 steps
6687,3 steps
6688,6 steps
6689,5 steps
6690,4 steps
6691,6 steps
6692,4 steps
6693,6 steps
6694,6 steps
6695,4 steps
6696,6 steps
6697,3 steps
6698,5 steps
6699,6 steps
6700,3 steps
6701,5 steps
6702,3 steps
6703,6 steps
6704,5 steps
6705,3 steps
6706,4 steps
6707,3 steps
6708,3 steps
6709,4 steps
6710,5 steps
6711,5 steps
6712,4 steps
6713,3 steps
6714,1 step
6715,7 steps
6716,6 steps
6717,7 steps
6718,3 steps
6719,3 steps
6720,3 steps
6721,4 steps
6722,5 steps
6723,5 steps
6724,7 steps
6725,7 steps
6726,6 steps
6727,7 steps
6728,7 steps
6729,3 steps
6730,6 steps
6731,3 steps
6732,5 steps
6733,3 steps
6734,2 steps
6735,7 steps
6736,4 steps
6737,7 steps
6738,7 steps
6739,7 steps
6740,5 steps
6741,1 step
6742,7 steps
6743,2 steps
6744,5 steps
6745,3 steps
6746,6 steps
6747,3 steps
6748,7 steps
6749,7 steps
6750,3 steps
6751,7 steps
6752,7 steps
6753,7 steps
6754,3 steps
6755,3 steps
6756,4 steps
6757,3 steps
6758,3 steps
6759,7 steps
6760,4 steps
6761,6 steps
6762,6 steps
6763,4 steps
6764,6 steps
6765,4 steps
6766,5 steps
6767,4 steps
6768,3 steps
6769,3 steps
6770,3 steps
6771,7 steps
6772,7 steps
6773,7 steps
6774,3 steps
6775,3 steps
6776,4 steps
6777,5 steps
6778,4 steps
6779,6 steps
6780,3 steps
6781,3 steps
6782,7 steps
6783,7 steps
6784,7 steps
6785,3 steps
6786,3 steps
6787,4 steps
6788,3 steps
6789,3 steps
6790,4 steps
6791,3 steps
6792,3 steps
6793,7 steps
6794,7 steps
6795,7 steps
6796,3 steps
6797,6 steps
6798,3 steps
6799,5 steps
6800,2 steps
6801,7 steps
6802,2 steps
6803,5 steps
6804,6 steps
6805,3 steps
6806,6 steps
6807,3 steps
6808,6 steps
6809,3 steps
6810,7 steps
6811,5 steps
6812,3 steps
6813,6 steps
6814,5 steps
6815,3 steps
6816,4 steps
6817,3 steps
6818,5 steps
6819,6 steps
6820,2 steps
6821,3 steps
6822,4 steps
6823,3 steps
6824,1 step
6825,7 steps
6826,6 steps
6827,7 steps
6828,1 step
6829,5 steps
6830,5 steps
6831,6 steps
6832,3 steps
6833,5 steps
6834,7 steps
6835,7 steps
6836,6 steps
6837,7 steps
6838,7 steps
6839,1 step
6840,6 steps
6841,5 steps
6842,1 step
6843,7 steps
6844,2 steps
6845,7 steps
6846,4 steps
6847,7 steps
6848,2 steps
6849,7 steps
6850,3 steps
6851,3 steps
6852,7 steps
6853,7 steps
6854,7 steps
6855,3 steps
6856,6 steps
6857,3 steps
6858,5 steps
6859,2 steps
6860,6 steps
6861,4 steps
6862,6 steps
6863,6 steps
6864,4 steps
6865,6 steps
6866,4 steps
6867,3 steps
6868,6 steps
6869,5 steps
6870,3 steps
6871,3 steps
6872,7 steps
6873,7 steps
6874,7 steps
6875,3 steps
6876,3 steps
6877,4 steps
6878,3 steps
6879,3 steps
6880,6 steps
6881,5 steps
6882,1 step
6883,7 steps
6884,2 steps
6885,5 steps
6886,6 steps
6887,3 steps
6888,4 steps
6889,6 steps
6890,3 steps
6891,6 steps
6892,5 steps
6893,1 step
6894,7 steps
6895,2 steps
6896,5 steps
6897,3 steps
6898,6 steps
6899,3 steps
6900,7 steps
6901,7 steps
6902,7 steps
6903,3 steps
6904,3 steps
6905,4 steps
6906,4 steps
6907,4 steps
6908,3 steps
6909,3 steps
6910,7 steps
6911,7 steps
6912,2 steps
6913,5 steps
6914,6 steps
6915,3 steps
6916,6 steps
6917,3 steps
6918,6 steps
6919,5 steps
6920,7 steps
6921,2 steps
6922,3 steps
6923,6 steps
6924,5 steps
6925,3 steps
6926,4 steps
6927,3 steps
6928,5 steps
6929,6 steps
6930,3 steps
6931,5 steps
6932,6 steps
6933,3 steps
6934,1 step
6935,7 steps
6936,6 steps
6937,7 steps
6938,1 step
6939,3 steps
6940,3 steps
6941,6 steps
6942,5 steps
6943,1 step
6944,7 steps
6945,7 steps
6946,6 steps
6947,7 steps
6948,7 steps
6949,5 steps
6950,4 steps
6951,3 steps
6952,3 steps
6953,7 steps
6954,7 steps
6955,7 steps
6956,4 steps
6957,7 steps
6958,2 steps
6959,3 steps
6960,4 steps
6961,6 steps
6962,4 steps
6963,6 steps
6964,6 steps
6965,4 steps
6966,6 steps
6967,3 steps
6968,5 steps
6969,6 steps
6970,4 steps
6971,3 steps
6972,3 steps
6973,7 steps
6974,7 steps
6975,7 steps
6976,3 steps
6977,6 steps
6978,3 steps
6979,5 steps
6980,3 steps
6981,6 steps
6982,5 steps
6983,1 step
6984,7 steps
6985,2 steps
6986,5 steps
6987,3 steps
6988,6 steps
6989,3 steps
6990,3 steps
6991,5 steps
6992,6 steps
6993,3 steps
6994,5 steps
6995,3 steps
6996,6 steps
6997,5 steps
6998,3 steps
6999,6 steps
7000,4 steps
7001,3 steps
7002,5 steps
7003,6 steps
7004,3 steps
7005,5 steps
7006,3 steps
7007,6 steps
7008,5 steps
7009,3 steps
7010,3 steps
7011,4 steps
7012,3 steps
7013,5 steps
7014,6 steps
7015,3 steps
7016,5 steps
7017,3 steps
7018,2 steps
7019,7 steps
7020,5 steps
7021,3 steps
7022,4 steps
7023,3 steps
7024,5 steps
7025,6 steps
7026,3 steps
7027,5 steps
7028,7 steps
7029,7 steps
7030,6 steps
7031,5 steps
7032,3 steps
7033,4 steps
7034,3 steps
7035,5 steps
7036,6 steps
7037,3 steps
7038,2 steps
7039,7 steps
7040,3 steps
7041,6 steps
7042,5 steps
7043,3 steps
7044,4 steps
7045,3 steps
7046,5 steps
7047,6 steps
7048,5 steps
7049,3 steps
7050,5 steps
7051,3 steps
7052,6 steps
7053,5 steps
7054,3 steps
7055,4 steps
7056,3 steps
7057,5 steps
7058,6 steps
7059,3 steps
7060,3 steps
7061,5 steps
7062,3 steps
7063,6 steps
7064,5 steps
7065,3 steps
7066,4 steps
7067,3 steps
7068,3 steps
7069,4 steps
7070,6 steps
7071,3 steps
7072,5 steps
7073,3 steps
7074,6 steps
7075,5 steps
7076,3 steps
7077,4 steps
7078,6 steps
7079,4 steps
7080,5 steps
7081,2 steps
7082,7 steps
7083,2 steps
7084,5 steps
7085,6 steps
7086,3 steps
7087,6 steps
7088,3 steps
7089,4 steps
7090,3 steps
7091,7 steps
7092,7 steps
7093,7 steps
7094,3 steps
7095,3 steps
7096,4 steps
7097,4 steps
7098,4 steps
7099,3 steps
7100,3 steps
7101,4 steps
7102,3 steps
7103,5 steps
7104,6 steps
7105,3 steps
7106,5 steps
7107,3 steps
7108,2 steps
7109,7 steps
7110,4 steps
7111,6 steps
7112,7 steps
7113,1 step
7114,3 steps
7115,4 steps
7116,5 steps
7117,4 steps
7118,3 steps
7119,2 steps
7120,3 steps
7121,7 steps
7122,6 steps
7123,7 steps
7124,1 step
7125,3 steps
7126,4 steps
7127,5 steps
7128,5 steps
7129,7 steps
7130,5 steps
7131,1 step
7132,7 steps
7133,6 steps
7134,7 steps
7135,1 step
7136,3 steps
7137,4 steps
7138,3 steps
7139,2 steps
7140,6 steps
7141,3 steps
7142,1 step
7143,7 steps
7144,6 steps
7145,7 steps
7146,1 step
7147,3 steps
7148,6 steps
7149,5 steps
7150,3 steps
7151,4 steps
7152,3 steps
7153,1 step
7154,7 steps
7155,6 steps
7156,7 steps
7157,1 step
7158,5 steps
7159,6 steps
7160,5 steps
7161,5 steps
7162,4 steps
7163,3 steps
7164,1 step
7165,7 steps
7166,6 steps
7167,7 steps
7168,3 steps
7169,3 steps
7170,3 steps
7171,4 steps
7172,5 steps
7173,4 steps
7174,3 steps
7175,1 step
7176,7 steps
7177,6 steps
7178,4 steps
7179,6 steps
7180,2 steps
7181,3 steps
7182,5 steps
7183,3 steps
7184,6 steps
7185,5 steps
7186,3 steps
7187,4 steps
7188,3 steps
7189,3 steps
7190,7 steps
7191,2 steps
7192,7 steps
7193,2 steps
7194,5 steps
7195,6 steps
7196,3 steps
7197,6 steps
7198,3 steps
7199,6 steps
7200,5 steps
7201,3 steps
7202,4 steps
7203,3 steps
7204,5 steps
7205,6 steps
7206,3 steps
7207,5 steps
7208,7 steps
7209,7 steps
7210,3 steps
7211,7 steps
7212,6 steps
7213,7 steps
7214,1 step
7215,3 steps
7216,4 steps
7217,5 steps
7218,5 steps
7219,7 steps
7220,4 steps
7221,6 steps
7222,6 steps
7223,7 steps
7224,7 steps
7225,5 steps
7226,5 steps
7227,5 steps
7228,5 steps
7229,5 steps
7230,3 steps
7231,7 steps
7232,7 steps
7233,6 steps
7234,7 steps
7235,7 steps
7236,5 steps
7237,5 steps
7238,4 steps
7239,3 steps
7240,5 steps
7241,1 step
7242,7 steps
7243,7 steps
7244,6 steps
7245,7 steps
7246,7 steps
7247,5 steps
7248,3 steps
7249,6 steps
7250,6 steps
7251,3 steps
7252,5 steps
7253,7 steps
7254,7 steps
7255,6 steps
7256,7 steps
7257,7 steps
7258,1 step
7259,5 steps
7260,3 steps
7261,4 steps
7262,5 steps
7263,5 steps
7264,7 steps
7265,7 steps
7266,6 steps
7267,7 steps
7268,7 steps
7269,3 steps
7270,5 steps
7271,5 steps
7272,5 steps
7273,5 steps
7274,5 steps
7275,7 steps
7276,7 steps
7277,6 steps
7278,6 steps
7279,4 steps
7280,7 steps
7281,5 steps
7282,5 steps
7283,4 steps
7284,3 steps
7285,1 step
7286,7 steps
7287,6 steps
7288,7 steps
7289,3 steps
7290,7 steps
7291,7 steps
7292,5 steps
7293,3 steps
7294,6 steps
7295,5 steps
7296,3 steps
7297,4 steps
7298,3 steps
7299,5 steps
7300,6 steps
7301,5 steps
7302,3 steps
7303,4 steps
7304,3 steps
7305,5 steps
7306,6 steps
7307,3 steps
7308,2 steps
7309,7 steps
7310,5 steps
7311,1 step
7312,7 steps
7313,6 steps
7314,7 steps
7315,1 step
7316,3 steps
7317,4 steps
7318,3 steps
7319,2 steps
7320,3 steps
7321,7 steps
7322,7 steps
7323,6 steps
7324,7 steps
7325,7 steps
7326,5 steps
7327,5 steps
7328,4 steps
7329,3 steps
7330,4 steps
7331,6 steps
7332,6 steps
7333,4 steps
7334,7 steps
7335,2 steps
7336,3 steps
7337,4 steps
7338,5 steps
7339,4 steps
7340,3 steps
7341,7 steps
7342,7 steps
7343,7 steps
7344,4 steps
7345,7 steps
7346,2 steps
7347,3 steps
7348,5 steps
7349,3 steps
7350,5 steps
7351,1 step
7352,7 steps
7353,2 steps
7354,7 steps
7355,4 steps
7356,7 steps
7357,2 steps
7358,7 steps
7359,1 step
7360,6 steps
7361,3 steps
7362,5 steps
7363,3 steps
7364,2 steps
7365,7 steps
7366,4 steps
7367,7 steps
7368,7 steps
7369,7 steps
7370,3 steps
7371,4 steps
7372,5 steps
7373,4 steps
7374,3 steps
7375,2 steps
7376,7 steps
7377,4 steps
7378,6 steps
7379,6 steps
7380,2 steps
7381,3 steps
7382,4 steps
7383,5 steps
7384,5 steps
7385,7 steps
7386,7 steps
7387,6 steps
7388,7 steps
7389,7 steps
7390,7 steps
7391,2 steps
7392,3 steps
7393,4 steps
7394,3 steps
7395,1 step
7396,7 steps
7397,6 steps
7398,7 steps
7399,1 step
7400,3 steps
7401,6 steps
7402,5 steps
7403,3 steps
7404,4 steps
7405,3 steps
7406,5 steps
7407,6 steps
7408,5 steps
7409,3 steps
7410,6 steps
7411,3 steps
7412,1 step
7413,7 steps
7414,6 steps
7415,7 steps
7416,1 step
7417,3 steps
7418,6 steps
7419,5 steps
7420,5 steps
7421,1 step
7422,7 steps
7423,7 steps
7424,6 steps
7425,7 steps
7426,7 steps
7427,5 steps
7428,3 steps
7429,6 steps
7430,3 steps
7431,7 steps
7432,7 steps
7433,7 steps
7434,4 steps
7435,7 steps
7436,2 steps
7437,3 steps
7438,5 steps
7439,3 steps
7440,4 steps
7441,6 steps
7442,6 steps
7443,4 steps
7444,6 steps
7445,3 steps
7446,5 steps
7447,6 steps
7448,3 steps
7449,5 steps
7450,3 steps
7451,7 steps
7452,7 steps
7453,7 steps
7454,3 steps
7455,6 steps
7456,3 steps
7457,5 steps
7458,2 steps
7459,7 steps
7460,5 steps
7461,1 step
7462,7 steps
7463,2 steps
7464,5 steps
7465,3 steps
7466,6 steps
7467,3 steps
7468,7 steps
7469,7 steps
7470,6 steps
7471,3 steps
7472,5 steps
7473,3 steps
7474,6 steps
7475,5 steps
7476,3 steps
7477,6 steps
7478,4 steps
7479,6 steps
7480,5 steps
7481,6 steps
7482,3 steps
7483,5 steps
7484,3 steps
7485,2 steps
7486,7 steps
7487,4 steps
7488,7 steps
7489,7 steps
7490,3 steps
7491,5 steps
7492,6 steps
7493,3 steps
7494,5 steps
7495,7 steps
7496,7 steps
7497,6 steps
7498,7 steps
7499,7 steps
7500,5 steps
7501,3 steps
7502,6 steps
7503,5 steps
7504,3 steps
7505,4 steps
7506,3 steps
7507,5 steps
7508,6 steps
7509,3 steps
7510,3 steps
7511,4 steps
7512,3 steps
7513,1 step
7514,7 steps
7515,6 steps
7516,7 steps
7517,1 step
7518,5 steps
7519,6 steps
7520,6 steps
7521,3 steps
7522,5 steps
7523,7 steps
7524,7 steps
7525,6 steps
7526,7 steps
7527,7 steps
7528,1 step
7529,5 steps
7530,5 steps
7531,1 step
7532,7 steps
7533,2 steps
7534,7 steps
7535,4 steps
7536,7 steps
7537,2 steps
7538,7 steps
7539,1 step
7540,3 steps
7541,7 steps
7542,7 steps
7543,7 steps
7544,3 steps
7545,6 steps
7546,3 steps
7547,5 steps
7548,2 steps
7549,7 steps
7550,4 steps
7551,6 steps
7552,6 steps
7553,4 steps
7554,6 steps
7555,4 steps
7556,3 steps
7557,6 steps
7558,5 steps
7559,2 steps
7560,3 steps
7561,7 steps
7562,7 steps
7563,7 steps
7564,3 steps
7565,3 steps
7566,4 steps
7567,3 steps
7568,3 steps
7569,7 steps
7570,5 steps
7571,1 step
7572,7 steps
7573,2 steps
7574,5 steps
7575,6 steps
7576,3 steps
7577,4 steps
7578,6 steps
7579,4 steps
7580,6 steps
7581,5 steps
7582,1 step
7583,7 steps
7584,2 steps
7585,5 steps
7586,3 steps
7587,6 steps
7588,3 steps
7589,7 steps
7590,3 steps
7591,6 steps
7592,5 steps
7593,1 step
7594,7 steps
7595,2 steps
7596,7 steps
7597,4 steps
7598,7 steps
7599,2 steps
7600,3 steps
7601,5 steps
7602,3 steps
7603,6 steps
7604,5 steps
7605,3 steps
7606,4 steps
7607,3 steps
7608,3 steps
7609,4 steps
7610,5 steps
7611,5 steps
7612,4 steps
7613,3 steps
7614,1 step
7615,7 steps
7616,6 steps
7617,7 steps
7618,3 steps
7619,3 steps
7620,3 steps
7621,4 steps
7622,5 steps
7623,5 steps
7624,7 steps
7625,7 steps
7626,6 steps
7627,7 steps
7628,7 steps
7629,3 steps
7630,6 steps
7631,3 steps
7632,5 steps
7633,3 steps
7634,2 steps
7635,7 steps
7636,4 steps
7637,7 steps
7638,7 steps
7639,7 steps
7640,5 steps
7641,1 step
7642,7 steps
7643,2 steps
7644,5 steps
7645,3 steps
7646,6 steps
7647,3 steps
7648,7 steps
7649,7 steps
7650,3 steps
7651,7 steps
7652,7 steps
7653,7 steps
7654,3 steps
7655,3 steps
7656,4 steps
7657,3 steps
7658,3 steps
7659,7 steps
7660,4 steps
7661,6 steps
7662,6 steps
7663,4 steps
7664,6 steps
7665,4 steps
7666,5 steps
7667,4 steps
7668,3 steps
7669,3 steps
7670,3 steps
7671,7 steps
7672,7 steps
7673,7 steps
7674,3 steps
7675,3 steps
7676,4 steps
7677,5 steps
7678,4 steps
7679,6 steps
7680,3 steps
7681,3 steps
7682,7 steps
7683,7 steps
7684,7 steps
7685,3 steps
7686,3 steps
7687,4 steps
7688,3 steps
7689,3 steps
7690,4 steps
7691,3 steps
7692,3 steps
7693,7 steps
7694,7 steps
7695,7 steps
7696,3 steps
7697,6 steps
7698,3 steps
7699,5 steps
7700,6 steps
7701,3 steps
7702,5 steps
7703,3 steps
7704,6 steps
7705,5 steps
7706,3 steps
7707,4 steps
7708,6 steps
7709,4 steps
7710,3 steps
7711,4 steps
7712,5 steps
7713,4 steps
7714,3 steps
7715,1 step
7716,7 steps
7717,6 steps
7718,4 steps
7719,6 steps
7720,5 steps
7721,5 steps
7722,5 steps
7723,5 steps
7724,5 steps
7725,7 steps
7726,7 steps
7727,6 steps
7728,6 steps
7729,4 steps
7730,3 steps
7731,4 steps
7732,5 steps
7733,4 steps
7734,3 steps
7735,2 steps
7736,7 steps
7737,4 steps
7738,6 steps
7739,6 steps
7740,6 steps
7741,3 steps
7742,5 steps
7743,3 steps
7744,6 steps
7745,5 steps
7746,3 steps
7747,6 steps
7748,4 steps
7749,6 steps
7750,5 steps
7751,1 step
7752,7 steps
7753,2 steps
7754,5 steps
7755,6 steps
7756,3 steps
7757,4 steps
7758,6 steps
7759,4 steps
7760,3 steps
7761,7 steps
7762,7 steps
7763,7 steps
7764,3 steps
7765,3 steps
7766,4 steps
7767,5 steps
7768,4 steps
7769,6 steps
7770,4 steps
7771,6 steps
7772,6 steps
7773,4 steps
7774,6 steps
7775,4 steps
7776,5 steps
7777,invalid number
7778,5 steps
7779,4 steps
7780,6 steps
7781,4 steps
7782,6 steps
7783,6 steps
7784,4 steps
7785,6 steps
7786,4 steps
7787,5 steps
7788,4 steps
7789,3 steps
7790,4 steps
7791,6 steps
7792,4 steps
7793,6 steps
7794,6 steps
7795,4 steps
7796,6 steps
7797,4 steps
7798,3 steps
7799,6 steps
7800,5 steps
7801,2 steps
7802,7 steps
7803,2 steps
7804,5 steps
7805,6 steps
7806,3 steps
7807,6 steps
7808,3 steps
7809,4 steps
7810,2 steps
7811,3 steps
7812,5 steps
7813,3 steps
7814,6 steps
7815,5 steps
7816,3 steps
7817,4 steps
7818,3 steps
7819,3 steps
7820,7 steps
7821,5 steps
7822,5 steps
7823,4 steps
7824,3 steps
7825,1 step
7826,7 steps
7827,6 steps
7828,7 steps
7829,3 steps
7830,2 steps
7831,3 steps
7832,4 steps
7833,5 steps
7834,5 steps
7835,7 steps
7836,7 steps
7837,6 steps
7838,7 steps
7839,7 steps
7840,5 steps
7841,6 steps
7842,3 steps
7843,5 steps
7844,3 steps
7845,2 steps
7846,7 steps
7847,4 steps
7848,7 steps
7849,7 steps
7850,6 steps
7851,5 steps
7852,1 step
7853,7 steps
7854,2 steps
7855,5 steps
7856,3 steps
7857,6 steps
7858,3 steps
7859,7 steps
7860,3 steps
7861,3 steps
7862,7 steps
7863,7 steps
7864,7 steps
7865,3 steps
7866,3 steps
7867,4 steps
7868,3 steps
7869,3 steps
7870,6 steps
7871,4 steps
7872,6 steps
7873,6 steps
7874,4 steps
7875,6 steps
7876,4 steps
7877,5 steps
7878,4 steps
7879,3 steps
7880,3 steps
7881,3 steps
7882,7 steps
7883,7 steps
7884,7 steps
7885,3 steps
7886,3 steps
7887,4 steps
7888,5 steps
7889,4 steps
7890,4 steps
7891,3 steps
7892,3 steps
7893,7 steps
7894,7 steps
7895,7 steps
7896,3 steps
7897,3 steps
7898,4 steps
7899,3 steps
7900,3 steps
7901,7 steps
7902,7 steps
7903,7 steps
7904,3 steps
7905,3 steps
7906,4 steps
7907,4 steps
7908,4 steps
7909,3 steps
7910,7 steps
7911,2 steps
7912,7 steps
7913,2 steps
7914,5 steps
7915,6 steps
7916,3 steps
7917,6 steps
7918,3 steps
7919,6 steps
7920,7 steps
7921,7 steps
7922,5 steps
7923,3 steps
7924,6 steps
7925,5 steps
7926,3 steps
7927,4 steps
7928,3 steps
7929,5 steps
7930,7 steps
7931,2 steps
7932,3 steps
7933,4 steps
7934,3 steps
7935,1 step
7936,7 steps
7937,6 steps
7938,7 steps
7939,1 step
7940,3 steps
7941,5 steps
7942,6 steps
7943,3 steps
7944,5 steps
7945,7 steps
7946,7 steps
7947,6 steps
7948,7 steps
7949,7 steps
7950,3 steps
7951,6 steps
7952,5 steps
7953,1 step
7954,7 steps
7955,2 steps
7956,7 steps
7957,4 steps
7958,7 steps
7959,2 steps
7960,4 steps
7961,3 steps
7962,3 steps
7963,7 steps
7964,7 steps
7965,7 steps
7966,3 steps
7967,6 steps
7968,3 steps
7969,5 steps
7970,4 steps
7971,6 steps
7972,4 steps
7973,6 steps
7974,6 steps
7975,4 steps
7976,6 steps
7977,4 steps
7978,3 steps
7979,6 steps
7980,4 steps
7981,3 steps
7982,3 steps
7983,7 steps
7984,7 steps
7985,7 steps
7986,3 steps
7987,3 steps
7988,4 steps
7989,3 steps
7990,3 steps
7991,6 steps
7992,5 steps
7993,1 step
7994,7 steps
7995,2 steps
7996,5 steps
7997,6 steps
7998,3 steps
7999,4 steps
8000,6 steps
8001,3 steps
8002,6 steps
8003,5 steps
8004,2 steps
8005,7 steps
8006,2 steps
8007,5 steps
8008,6 steps
8009,3 steps
8010,3 steps
8011,6 steps
8012,3 steps
8013,6 steps
8014,5 steps
8015,2 steps
8016,7 steps
8017,2 steps
8018,5 steps
8019,3 steps
8020,6 steps
8021,3 steps
8022,6 steps
8023,3 steps
8024,6 steps
8025,5 steps
8026,2 steps
